T.Brady,NE,AirYards,Completion,Touchdown,Interception,Down,Quarter,offScore
-3,Complete,0,0,3,2,14,7,8
8,Complete,0,0,2,3,17,10,10
-2,Complete,0,0,3,3,17,10,10
5,Incomplete Pass,0,0,1,3,17,10,12
1,Complete,0,0,2,3,17,10,12
-1,Complete,0,0,3,3,17,10,12
2,Complete,0,0,1,3,17,10,14
3,Complete,0,0,1,3,17,10,14
4,Incomplete Pass,0,0,1,4,17,10,16
4,Incomplete Pass,0,0,2,4,17,10,16
0,Complete,0,0,3,4,17,10,16
40,Incomplete Pass,0,0,1,4,17,10,18
-2,Complete,0,0,3,4,17,10,18
3,Complete,0,0,2,4,17,10,18
1,Incomplete Pass,0,0,2,4,17,10,18
4,Complete,0,0,3,4,17,10,18
3,Incomplete Pass,0,0,3,1,0,7,2
0,Complete,0,0,2,1,0,10,4
22,Complete,0,0,3,1,0,10,4
10,Complete,0,0,1,1,0,10,4
13,Incomplete Pass,0,0,2,2,0,10,4
5,Complete,0,0,2,2,0,10,6
10,Incomplete Pass,0,0,1,2,0,10,6
0,Incomplete Pass,0,0,2,2,0,10,6
1,Complete,0,0,3,2,0,10,6
-2,Complete,0,0,1,2,0,10,8
0,Complete,0,0,1,2,0,10,8
0,Incomplete Pass,0,0,2,2,0,10,8
0,Complete,0,0,3,2,0,10,8
13,Complete,0,0,2,2,0,10,8
17,Complete,1,0,1,2,0,10,8
0,Complete,0,0,2,2,7,10,10
20,Complete,0,0,1,2,7,10,10
3,Incomplete Pass,0,0,1,2,7,10,10
28,Incomplete Pass,0,0,2,2,7,10,10
5,Complete,0,0,2,3,7,10,12
4,Complete,0,0,1,3,7,10,12
3,Complete,0,0,2,3,14,17,14
9,Complete,0,0,3,3,14,17,14
4,Complete,0,0,2,3,14,17,14
-2,Complete,0,0,2,3,14,17,14
13,Complete,0,0,3,3,14,17,14
-2,Incomplete Pass,0,0,2,3,14,17,14
3,Complete,0,0,3,3,14,17,14
4,Complete,0,0,2,4,17,17,16
12,Complete,0,0,2,4,17,17,16
41,Incomplete Pass,0,0,1,4,17,17,16
0,Complete,0,0,3,4,17,17,16
-5,Complete,0,0,1,4,20,20,18
31,Complete,0,0,2,4,20,20,18
9,Complete,0,0,1,4,20,20,18
0,Complete,0,0,2,1,0,0,1
15,Complete,0,0,3,1,0,0,1
4,Complete,0,0,2,1,0,0,1
9,Complete,0,0,3,1,0,0,1
11,Incomplete Pass,0,0,1,1,0,0,1
17,Complete,0,0,3,1,0,0,1
16,Incomplete Pass,0,0,3,1,0,0,1
9,Complete,0,0,1,1,3,0,3
5,Incomplete Pass,0,0,1,1,3,0,3
12,Complete,0,0,3,1,3,0,3
3,Complete,0,0,2,2,3,0,3
8,Complete,0,0,1,2,3,0,3
3,Complete,0,0,3,2,3,0,3
-3,Complete,0,0,2,2,6,0,5
36,Incomplete Pass,0,0,1,2,6,0,5
17,Complete,0,0,3,2,6,0,5
0,Complete,0,0,1,2,6,0,5
8,Complete,1,0,3,2,6,0,5
15,Incomplete Pass,0,0,2,2,13,0,7
23,Incomplete Pass,0,0,3,2,13,0,7
-2,Complete,0,0,3,2,16,7,9
7,Complete,0,0,2,2,16,7,9
-4,Complete,1,0,1,2,16,7,9
8,Complete,0,0,1,3,23,7,12
-1,Complete,0,0,1,3,23,7,12
8,Complete,0,0,2,3,23,7,12
4,Complete,0,0,1,3,23,13,14
7,Complete,0,0,2,3,23,13,14
-6,Complete,0,0,2,3,23,13,14
32,Complete,0,0,3,3,23,13,14
22,Incomplete Pass,0,0,1,4,23,13,14
-1,Complete,0,0,2,4,23,13,14
17,Incomplete Pass,0,0,3,4,23,13,14
10,Complete,0,0,1,4,26,20,16
5,Complete,0,0,2,4,26,20,16
-4,Complete,1,0,2,4,26,20,16
0,Incomplete Pass,0,0,NA,4,32,20,16
-1,Complete,0,0,2,1,0,4,3
10,Incomplete Pass,0,0,3,1,0,4,3
4,Complete,0,0,1,2,3,11,5
-1,Complete,0,0,3,2,3,11,5
18,Incomplete Pass,0,0,1,2,3,11,7
-1,Complete,0,0,2,2,3,11,7
39,Incomplete Pass,0,0,3,2,3,11,7
7,Complete,0,0,2,2,3,14,9
0,Incomplete Pass,0,0,2,2,3,14,9
5,Complete,0,0,1,3,3,14,12
8,Incomplete Pass,0,0,2,3,3,14,12
15,Incomplete Pass,0,0,3,3,3,14,12
5,Complete,0,0,1,3,3,14,14
-3,Complete,0,0,1,3,3,14,14
3,Complete,0,0,2,3,3,14,14
0,Complete,0,0,2,3,3,14,14
4,Incomplete Pass,0,0,4,4,3,14,14
4,Complete,0,0,1,4,3,14,16
5,Complete,0,0,2,4,3,14,16
1,Complete,0,0,1,4,3,14,16
0,Incomplete Pass,0,0,2,4,3,14,16
10,Complete,0,0,3,4,3,14,16
0,Incomplete Pass,0,0,1,4,3,14,16
28,Complete,1,0,2,4,3,14,16
17,Complete,0,0,1,4,10,21,18
18,Complete,0,0,1,4,10,21,18
0,Incomplete Pass,0,0,1,4,10,21,18
15,Incomplete Pass,0,0,2,4,10,21,18
13,Incomplete Pass,0,0,3,4,10,21,18
4,Incomplete Pass,0,0,1,4,13,21,20
16,Complete,0,0,2,4,13,21,20
5,Incomplete Pass,0,0,1,4,13,21,20
20,Incomplete Pass,0,0,2,4,13,21,20
28,Incomplete Pass,0,0,4,4,13,21,20
10,Complete,0,0,2,1,0,0,1
7,Complete,0,0,1,1,0,0,1
3,Incomplete Pass,0,0,2,1,0,0,1
0,Incomplete Pass,0,0,3,1,0,0,1
-1,Complete,0,0,1,1,3,7,3
-3,Complete,0,0,2,1,3,7,3
3,Complete,0,0,1,1,3,7,3
10,Complete,1,0,1,1,3,7,3
15,Incomplete Pass,0,0,1,1,10,14,5
-3,Complete,0,0,2,1,10,14,5
2,Incomplete Pass,0,0,3,2,10,14,5
29,Complete,0,0,1,2,10,14,7
42,Complete,1,0,2,2,10,14,7
2,Complete,0,0,1,2,17,14,9
-2,Complete,0,0,2,2,17,14,9
11,Complete,0,0,3,2,17,14,9
2,Complete,0,0,2,2,17,14,9
8,Complete,0,0,3,2,17,14,9
0,Complete,0,0,1,2,17,14,9
6,Incomplete Pass,0,0,3,2,17,14,9
5,Incomplete Pass,0,0,1,3,20,21,12
6,Complete,0,0,3,3,20,21,12
43,Complete,1,0,3,3,20,21,12
6,Incomplete Pass,0,0,1,3,27,21,14
-4,Complete,0,0,2,3,27,21,14
5,Complete,0,0,3,3,27,21,14
31,Complete,0,0,1,3,27,21,14
1,Complete,0,0,3,3,27,21,14
9,Incomplete Pass,0,0,2,3,27,21,14
4,Incomplete Pass,0,0,3,3,27,21,14
5,Complete,0,0,2,4,30,24,16
20,Incomplete Pass,0,0,2,4,30,24,16
10,Complete,0,0,3,4,30,24,16
5,Complete,0,0,2,4,30,24,16
5,Incomplete Pass,0,0,3,4,30,24,16
31,Incomplete Pass,0,0,2,1,0,0,2
19,Complete,0,0,3,1,0,0,2
0,Incomplete Pass,0,0,3,1,0,0,2
0,Incomplete Pass,0,0,1,1,0,0,5
0,Complete,0,0,2,1,0,0,5
12,Incomplete Pass,0,0,1,1,0,0,5
0,Complete,0,0,2,1,0,0,5
24,Complete,1,0,1,1,0,0,5
9,Incomplete Pass,0,0,1,1,7,0,7
19,Complete,0,0,2,1,7,0,7
4,Incomplete Pass,0,0,1,1,7,0,7
1,Complete,0,0,2,2,7,3,9
29,Incomplete Pass,0,0,3,2,7,3,9
2,Complete,0,0,1,2,7,3,11
17,Complete,0,0,1,2,7,3,11
7,Incomplete Pass,0,0,3,2,7,3,11
0,Complete,0,0,2,2,10,3,13
3,Complete,0,0,2,3,10,3,16
9,Incomplete Pass,0,0,3,3,10,3,16
16,Incomplete Pass,0,0,1,3,10,3,17
-4,Incomplete Pass,0,0,2,3,10,3,17
1,Complete,0,0,3,3,10,3,17
10,Incomplete Pass,0,0,1,3,13,6,19
5,Incomplete Pass,0,0,3,3,13,6,19
1,Incomplete Pass,0,0,2,3,13,13,21
10,Complete,0,0,3,3,13,13,21
18,Complete,0,0,1,4,13,13,21
14,Incomplete Pass,0,0,2,4,13,13,21
-1,Complete,0,0,3,4,13,13,21
12,Incomplete Pass,0,0,3,4,16,13,23
24,Incomplete Pass,0,0,3,4,19,13,25
4,Incomplete Pass,0,0,3,1,0,0,2
1,Complete,0,0,2,1,0,0,4
-2,Complete,0,0,3,1,0,0,4
-3,Complete,0,0,1,1,0,7,6
4,Complete,0,0,2,1,0,7,6
6,Incomplete Pass,0,0,2,2,0,7,6
38,Incomplete Pass,0,0,3,2,0,7,6
16,Complete,0,0,1,2,0,7,8
10,Complete,0,0,2,2,0,7,8
-5,Complete,0,0,2,2,0,7,8
-2,Incomplete Pass,0,0,1,2,0,7,8
5,Complete,0,0,3,2,0,7,8
22,Complete,0,0,1,2,3,7,10
8,Complete,0,0,2,2,3,7,10
23,Incomplete Pass,0,0,3,2,3,7,10
-3,Complete,0,0,1,2,3,14,12
4,Complete,0,0,1,3,10,14,13
2,Complete,1,0,3,3,10,14,13
27,Incomplete Pass,0,0,1,3,17,21,15
0,Complete,0,0,2,3,17,21,15
0,Incomplete Pass,0,0,1,4,17,28,17
8,Complete,0,0,2,4,17,28,17
8,Complete,0,0,1,4,17,28,17
3,Complete,0,0,1,4,17,28,17
5,Complete,0,0,2,4,17,28,17
0,Complete,0,0,1,4,17,28,17
0,Complete,0,0,2,4,17,28,17
7,Incomplete Pass,0,1,4,4,17,28,17
-2,Complete,0,0,1,4,17,28,19
7,Complete,0,0,2,4,17,28,19
16,Incomplete Pass,0,0,1,4,17,28,19
8,Complete,0,0,2,4,17,28,19
5,Complete,0,0,3,4,17,28,19
9,Complete,0,0,1,1,0,0,1
-3,Complete,0,0,1,1,0,0,1
17,Incomplete Pass,0,0,2,1,0,0,1
0,Complete,0,0,3,1,0,0,1
4,Complete,0,0,1,1,0,0,3
-3,Complete,0,0,2,1,0,0,3
7,Complete,0,0,2,1,0,0,3
16,Incomplete Pass,0,0,1,1,0,0,3
1,Incomplete Pass,0,1,2,1,0,0,3
5,Complete,0,0,1,2,0,6,5
2,Complete,0,0,1,2,0,6,5
-1,Complete,0,0,2,2,0,6,5
17,Complete,0,0,2,2,0,6,5
4,Incomplete Pass,0,0,1,2,0,6,5
1,Complete,0,0,2,2,0,6,5
3,Incomplete Pass,0,0,3,2,0,6,5
1,Incomplete Pass,0,0,1,2,3,6,7
7,Complete,0,0,2,2,3,6,7
26,Incomplete Pass,0,0,3,2,3,6,7
-1,Complete,0,0,2,3,3,6,11
-2,Complete,0,0,2,3,3,6,11
1,Complete,0,0,2,3,3,6,11
9,Incomplete Pass,0,0,3,3,3,6,11
5,Complete,0,0,2,3,3,6,13
38,Complete,0,0,1,3,3,6,13
-2,Complete,0,0,2,4,3,6,13
2,Incomplete Pass,0,0,3,4,3,6,13
0,Complete,0,0,1,4,6,6,15
13,Incomplete Pass,0,0,2,4,6,6,15
32,Incomplete Pass,0,0,1,4,6,6,17
22,Incomplete Pass,0,1,2,4,6,6,19
26,Complete,0,0,1,4,6,9,21
0,Complete,0,0,1,4,6,9,21
-1,Complete,0,0,2,4,6,9,21
7,Complete,0,0,1,4,6,9,21
1,Complete,0,0,2,4,6,9,21
12,Incomplete Pass,0,0,1,4,6,9,21
7,Complete,0,0,2,5,9,9,23
-3,Complete,0,0,2,5,9,9,23
-1,Complete,0,0,3,5,9,9,23
3,Incomplete Pass,0,0,2,1,0,0,2
2,Incomplete Pass,0,0,3,1,0,0,2
15,Incomplete Pass,0,0,2,1,0,0,4
3,Complete,0,0,3,1,0,0,4
27,Incomplete Pass,0,0,1,1,0,0,6
-5,Incomplete Pass,0,0,3,1,0,0,6
3,Complete,0,0,1,2,0,10,10
3,Incomplete Pass,0,0,2,2,0,10,10
13,Complete,0,0,1,2,0,10,12
0,Complete,0,0,2,2,0,10,12
6,Incomplete Pass,0,0,3,2,0,10,12
-4,Complete,0,0,1,3,3,13,15
4,Complete,0,0,2,3,3,13,15
20,Complete,0,0,3,3,3,13,15
5,Complete,0,0,1,3,3,13,15
-2,Complete,1,0,1,3,3,13,15
10,Incomplete Pass,0,0,2,3,10,16,17
12,Complete,0,0,1,3,10,16,19
-2,Incomplete Pass,0,0,3,3,10,16,19
3,Complete,0,0,2,4,10,16,21
-3,Complete,0,0,1,4,10,16,23
-3,Complete,0,0,2,4,10,16,23
-1,Complete,0,0,1,4,10,16,23
0,Complete,0,0,1,4,10,16,23
-1,Complete,0,0,1,4,10,16,23
3,Complete,0,0,2,4,10,16,23
2,Complete,0,0,3,4,10,16,23
19,Incomplete Pass,0,0,4,4,10,16,23
9,Complete,0,0,2,4,10,16,25
4,Complete,0,0,1,4,10,16,25
3,Incomplete Pass,0,0,2,4,10,16,25
6,Complete,0,0,3,4,10,16,25
3,Complete,0,0,1,4,10,16,25
6,Incomplete Pass,0,0,2,4,10,16,25
9,Incomplete Pass,0,1,3,4,10,16,25
5,Complete,0,0,1,1,0,0,1
-1,Complete,0,0,1,1,0,0,1
7,Complete,0,0,1,1,0,0,1
21,Complete,1,0,2,1,0,0,1
36,Complete,1,0,1,1,7,0,3
-1,Incomplete Pass,0,0,1,1,14,7,5
22,Incomplete Pass,0,0,2,1,14,7,5
3,Incomplete Pass,0,0,3,1,14,7,5
8,Complete,0,0,1,1,14,14,7
3,Complete,0,0,2,2,14,14,7
-2,Complete,0,0,1,2,14,14,7
7,Complete,0,0,1,2,14,14,7
3,Complete,0,0,2,2,14,14,7
20,Incomplete Pass,0,0,1,2,14,14,7
-3,Incomplete Pass,0,0,3,2,14,14,7
36,Incomplete Pass,0,0,1,2,14,14,9
6,Complete,0,0,1,2,17,21,11
41,Incomplete Pass,0,0,1,2,17,21,11
42,Complete,1,0,1,3,17,24,13
15,Incomplete Pass,0,0,3,3,24,27,15
2,Complete,0,0,1,4,24,30,17
2,Incomplete Pass,0,0,2,4,24,30,17
-3,Complete,0,0,3,4,24,30,17
40,Complete,1,0,2,4,24,30,17
5,Complete,0,0,1,4,31,38,19
5,Complete,0,0,2,4,31,38,19
38,Incomplete Pass,0,0,1,4,31,38,19
4,Incomplete Pass,0,0,2,4,31,38,19
37,Complete,0,0,3,4,31,38,19
3,Complete,0,0,1,4,31,38,19
2,Incomplete Pass,0,0,2,4,31,38,19
10,Incomplete Pass,0,0,3,4,31,38,19
7,Incomplete Pass,0,0,4,4,31,38,19
1,Complete,0,0,1,1,0,0,2
7,Incomplete Pass,0,0,2,1,0,0,2
4,Complete,0,0,1,1,3,0,4
17,Complete,0,0,3,1,3,0,4
6,Incomplete Pass,0,0,1,1,3,0,4
25,Incomplete Pass,0,0,2,1,3,0,4
-2,Complete,1,0,1,1,3,0,4
36,Complete,0,0,1,2,10,0,6
0,Complete,0,0,1,2,10,0,6
11,Incomplete Pass,0,0,2,2,10,0,6
3,Incomplete Pass,0,0,3,2,10,0,6
1,Complete,0,0,2,2,13,0,8
7,Complete,0,0,3,2,13,0,8
0,Complete,0,0,1,2,13,0,8
42,Complete,0,0,2,2,13,0,8
-1,Complete,0,0,1,2,13,0,8
0,Incomplete Pass,0,0,3,2,13,0,8
5,Complete,0,0,1,2,16,0,10
0,Incomplete Pass,0,0,2,2,16,0,10
11,Complete,0,0,3,2,16,0,10
32,Incomplete Pass,0,0,1,2,16,0,10
13,Complete,0,0,2,3,16,0,11
3,Complete,0,0,1,3,16,0,11
1,Complete,0,0,1,3,16,0,11
2,Incomplete Pass,0,0,1,3,16,0,11
0,Complete,0,0,2,3,16,0,11
19,Incomplete Pass,0,0,3,3,16,0,11
7,Incomplete Pass,0,0,1,3,19,0,13
11,Complete,0,0,2,3,19,0,13
6,Incomplete Pass,0,0,3,3,19,0,13
18,Incomplete Pass,0,1,1,3,19,0,15
-2,Complete,0,0,2,4,26,0,19
30,Incomplete Pass,0,0,3,4,26,0,19
-1,Complete,0,0,3,4,26,15,22
-1,Incomplete Pass,0,0,1,1,0,0,2
4,Complete,0,0,1,1,0,0,4
9,Complete,0,0,3,1,0,0,4
0,Complete,0,0,2,1,0,0,4
10,Complete,0,0,3,1,0,0,4
0,Complete,0,0,4,1,0,0,4
4,Incomplete Pass,0,0,2,1,0,0,4
3,Incomplete Pass,0,0,3,1,0,0,4
-2,Complete,0,0,2,2,3,0,6
36,Complete,1,0,3,2,3,0,6
5,Complete,0,0,1,2,10,6,8
4,Complete,0,0,1,2,10,6,8
4,Complete,0,0,2,2,10,6,8
7,Complete,0,0,1,2,10,6,8
-4,Complete,0,0,2,2,10,6,8
4,Complete,0,0,1,2,10,6,8
0,Incomplete Pass,0,0,3,2,10,6,8
5,Complete,0,0,2,3,10,6,10
0,Incomplete Pass,0,0,3,3,10,6,10
-1,Complete,0,0,1,3,10,13,12
-2,Complete,0,0,2,3,10,13,12
4,Complete,0,0,3,3,10,13,12
-3,Complete,0,0,2,3,10,13,12
3,Complete,1,0,1,3,10,13,12
6,Incomplete Pass,0,0,2,3,17,13,14
6,Incomplete Pass,0,0,3,3,17,13,14
3,Complete,0,0,1,4,20,13,16
-2,Complete,0,0,2,4,20,13,16
4,Complete,0,0,3,4,20,13,16
-3,Complete,0,0,2,4,23,13,18
7,Complete,0,0,1,1,0,0,2
-1,Complete,0,0,1,1,0,0,2
13,Incomplete Pass,0,0,3,1,0,0,2
18,Incomplete Pass,0,0,1,1,3,3,4
15,Complete,0,0,3,1,3,3,4
4,Complete,0,0,2,1,3,3,4
45,Complete,0,0,3,2,3,3,4
8,Incomplete Pass,0,0,1,2,3,3,4
9,Complete,1,0,3,2,3,3,4
40,Incomplete Pass,0,0,2,2,10,6,6
8,Complete,0,0,1,2,17,13,8
0,Complete,0,0,2,2,17,13,8
4,Complete,0,0,3,2,17,13,8
8,Incomplete Pass,0,0,1,2,17,13,10
20,Incomplete Pass,0,0,2,2,17,13,10
5,Incomplete Pass,0,0,1,2,17,13,10
33,Complete,0,0,2,2,17,13,10
5,Incomplete Pass,0,0,1,2,17,13,10
-3,Complete,0,0,2,2,17,13,10
2,Complete,0,0,3,2,17,13,10
3,Complete,0,0,2,3,20,13,12
-2,Complete,0,0,1,3,20,13,12
34,Complete,0,0,2,3,20,13,12
7,Incomplete Pass,0,0,1,3,20,13,12
3,Incomplete Pass,0,0,3,3,20,13,12
-3,Incomplete Pass,0,0,1,3,23,13,14
17,Complete,0,0,2,3,23,13,14
3,Complete,0,0,3,3,23,13,14
-3,Complete,0,0,1,3,23,13,14
-1,Complete,0,0,1,3,23,13,16
28,Incomplete Pass,0,0,2,4,23,13,16
0,Complete,0,0,3,4,23,13,16
3,Incomplete Pass,0,0,1,4,23,13,16
-5,Complete,0,0,2,4,23,13,16
11,Incomplete Pass,0,0,3,4,23,13,16
2,Complete,0,0,3,4,26,13,18
-3,Complete,0,0,3,4,26,13,18
5,Complete,0,0,3,4,26,13,18
5,Complete,0,0,3,4,29,13,20
T.Taylor,BUF,AirYards,Completion,Touchdown,Interception,Down,Quarter,offScore
20,Incomplete Pass,0,0,1,1,0,0,1
7,Complete,0,0,3,1,0,0,1
11,Incomplete Pass,0,0,1,1,0,0,1
-4,Complete,0,0,2,1,0,0,1
-2,Incomplete Pass,0,0,2,1,0,0,1
14,Complete,0,0,1,1,0,0,3
-4,Complete,0,0,3,1,0,0,3
5,Incomplete Pass,0,0,2,1,0,0,5
12,Complete,0,0,3,1,0,0,5
4,Complete,0,0,2,2,0,0,5
1,Complete,0,0,2,2,0,0,5
1,Complete,1,0,3,2,0,0,5
21,Complete,0,0,1,2,7,3,7
10,Incomplete Pass,0,0,2,2,7,3,7
-5,Complete,0,0,1,2,7,6,9
5,Complete,0,0,2,2,7,6,9
5,Incomplete Pass,0,0,1,2,7,6,9
2,Incomplete Pass,0,0,3,2,7,6,9
37,Incomplete Pass,0,0,2,3,7,6,12
7,Complete,0,0,2,3,7,6,14
15,Incomplete Pass,0,0,2,3,7,6,14
0,Complete,1,0,1,3,7,6,14
3,Incomplete Pass,0,0,1,3,14,12,16
18,Complete,0,0,3,3,14,12,16
7,Complete,0,0,2,4,14,12,16
0,Complete,0,0,3,4,21,12,18
-5,Incomplete Pass,0,0,3,4,21,12,20
9,Incomplete Pass,0,0,2,1,0,3,2
9,Complete,0,0,3,1,0,3,2
-5,Complete,0,0,2,1,0,3,4
1,Complete,0,0,1,2,0,3,6
0,Complete,0,0,2,2,0,3,6
9,Incomplete Pass,0,0,3,2,0,6,8
-4,Complete,0,0,1,3,0,6,11
3,Incomplete Pass,0,0,3,3,0,6,11
-5,Complete,0,0,1,3,0,6,13
21,Incomplete Pass,0,0,1,3,0,6,15
9,Complete,0,0,3,3,0,6,15
11,Incomplete Pass,0,0,3,3,0,6,15
14,Complete,0,0,3,4,0,6,17
0,Complete,0,0,2,4,0,6,17
0,Incomplete Pass,0,0,2,4,0,6,17
0,Complete,0,0,3,4,0,6,17
-8,Complete,0,0,1,4,3,9,19
6,Complete,0,0,2,4,3,9,19
-2,Complete,0,0,1,4,3,9,19
12,Complete,0,0,2,4,3,9,19
5,Complete,0,0,2,4,3,9,19
8,Complete,0,0,3,4,3,9,19
38,Incomplete Pass,0,0,2,4,3,9,19
31,Incomplete Pass,0,0,4,4,3,9,19
-4,Complete,0,0,3,1,0,0,2
1,Complete,0,0,1,1,0,0,4
5,Complete,0,0,3,2,0,3,6
25,Complete,0,0,2,2,0,3,6
2,Complete,0,0,1,2,0,3,6
2,Incomplete Pass,0,0,2,2,0,3,6
2,Complete,1,0,3,2,0,3,6
-5,Complete,0,0,1,2,7,10,8
-1,Complete,0,0,3,2,7,10,8
6,Complete,0,0,1,2,7,10,8
10,Incomplete Pass,0,0,2,2,7,10,8
0,Incomplete Pass,0,0,3,2,7,10,8
9,Incomplete Pass,0,0,2,2,7,10,10
4,Complete,0,0,3,2,7,10,10
3,Complete,0,0,1,2,10,13,12
5,Complete,0,0,1,2,10,13,12
2,Complete,0,0,1,2,10,13,12
4,Complete,0,0,2,2,10,13,12
31,Complete,0,0,1,3,13,16,16
18,Complete,0,0,2,3,13,16,16
6,Complete,1,0,1,3,13,16,16
11,Incomplete Pass,0,0,2,3,20,16,18
-7,Complete,0,0,1,4,23,16,22
3,Complete,0,0,2,4,23,16,22
-1,Complete,0,0,3,4,23,16,22
1,Complete,0,0,1,1,0,0,2
-4,Complete,0,0,1,1,0,0,2
3,Complete,0,0,2,1,0,0,2
5,Incomplete Pass,0,0,2,1,0,0,2
-5,Complete,0,0,3,1,0,0,2
2,Complete,0,0,2,1,0,0,2
34,Incomplete Pass,0,0,3,1,0,0,2
30,Incomplete Pass,0,0,2,2,0,0,4
27,Incomplete Pass,0,0,1,2,0,3,6
41,Complete,0,0,1,2,0,3,6
9,Complete,1,0,1,2,0,3,6
14,Incomplete Pass,0,0,1,2,7,3,8
30,Incomplete Pass,0,0,3,2,7,3,8
47,Incomplete Pass,0,0,1,2,7,10,10
9,Complete,0,0,3,3,7,10,11
18,Complete,0,0,1,3,13,10,14
10,Complete,0,0,3,4,13,10,14
0,Complete,0,0,3,4,13,10,14
32,Complete,0,0,1,4,16,17,16
29,Incomplete Pass,0,0,3,4,16,17,16
1,Incomplete Pass,0,0,1,1,0,0,2
3,Complete,0,0,2,1,0,7,4
11,Complete,0,0,1,1,0,7,4
0,Incomplete Pass,0,0,1,1,0,7,4
-3,Complete,0,0,2,1,0,7,4
18,Complete,0,0,1,1,0,7,6
9,Complete,0,0,1,1,0,7,6
5,Incomplete Pass,0,0,2,1,0,7,6
6,Incomplete Pass,0,0,3,1,0,7,6
-5,Complete,0,0,2,2,3,10,8
0,Complete,0,0,2,2,3,10,8
0,Incomplete Pass,0,0,1,2,3,10,10
5,Complete,0,0,2,2,3,10,10
3,Complete,0,0,3,2,3,10,10
1,Incomplete Pass,0,0,1,2,3,10,10
10,Incomplete Pass,0,0,2,2,3,10,10
12,Complete,1,0,3,2,3,10,10
5,Incomplete Pass,0,0,1,2,10,10,12
9,Complete,0,0,3,2,10,10,12
4,Complete,0,0,1,2,10,10,12
5,Incomplete Pass,0,0,2,2,10,10,12
11,Complete,0,0,3,2,10,10,12
8,Incomplete Pass,0,0,1,2,10,10,12
10,Incomplete Pass,0,0,2,2,10,10,12
8,Incomplete Pass,0,0,3,2,10,10,12
-8,Incomplete Pass,0,0,1,3,10,10,14
-4,Complete,0,0,3,3,10,10,14
16,Incomplete Pass,0,0,3,3,10,10,16
6,Complete,0,0,3,3,10,10,18
4,Complete,0,0,3,3,10,10,18
6,Incomplete Pass,0,0,2,4,13,17,20
5,Complete,0,0,1,4,13,17,20
4,Complete,0,0,2,4,13,17,20
12,Incomplete Pass,0,0,1,4,13,17,22
0,Complete,0,0,3,4,13,17,22
-8,Complete,0,0,2,4,16,20,24
23,Incomplete Pass,0,1,3,4,16,20,24
7,Incomplete Pass,0,0,1,1,0,3,2
4,Complete,0,0,3,1,0,3,2
18,Complete,0,0,1,1,0,3,2
11,Incomplete Pass,0,0,1,1,0,3,2
6,Incomplete Pass,0,0,2,1,0,3,2
5,Incomplete Pass,0,0,3,1,0,3,2
13,Complete,0,0,3,2,3,6,4
3,Complete,0,0,2,2,3,6,4
23,Incomplete Pass,0,0,1,2,10,6,6
26,Complete,0,0,3,2,10,6,6
21,Incomplete Pass,0,0,2,2,10,6,6
23,Incomplete Pass,0,0,3,2,10,6,6
4,Complete,0,0,2,2,10,6,8
7,Complete,0,0,3,2,10,6,8
7,Incomplete Pass,0,0,1,2,10,6,8
44,Incomplete Pass,0,0,3,2,10,6,8
1,Complete,0,0,1,2,10,6,10
2,Complete,0,0,2,2,10,6,10
-5,Complete,0,0,1,3,10,6,11
12,Incomplete Pass,0,0,1,3,10,6,11
22,Incomplete Pass,0,0,2,3,10,6,11
22,Complete,1,0,3,3,10,6,11
-3,Complete,0,0,3,3,17,13,13
7,Complete,0,0,2,3,17,13,15
8,Incomplete Pass,0,0,1,3,17,13,15
-8,Complete,0,0,2,3,17,13,15
9,Complete,0,0,3,3,17,13,15
34,Incomplete Pass,0,0,2,4,17,13,15
20,Complete,0,0,1,4,20,20,17
6,Complete,0,0,1,4,20,27,19
1,Complete,0,0,3,4,27,27,21
9,Complete,0,0,3,4,27,27,21
6,Complete,0,0,1,1,0,7,2
4,Complete,0,0,3,1,0,7,2
-5,Complete,0,0,2,1,0,7,2
6,Complete,0,0,2,1,0,7,2
30,Incomplete Pass,0,0,1,1,0,7,2
11,Incomplete Pass,0,0,2,1,0,7,2
-3,Complete,0,0,3,1,0,7,2
-5,Incomplete Pass,0,0,1,1,0,7,4
5,Complete,0,0,3,1,0,7,4
5,Complete,0,0,1,2,0,7,6
20,Complete,0,0,2,2,0,7,6
-3,Complete,0,0,2,2,0,7,6
2,Complete,0,0,3,2,0,7,6
6,Complete,1,0,2,2,0,7,6
8,Complete,0,0,1,2,7,7,8
4,Complete,0,0,2,2,7,7,8
13,Incomplete Pass,0,0,3,2,7,7,8
3,Complete,0,0,1,3,7,7,11
-6,Complete,0,0,2,3,7,7,12
17,Incomplete Pass,0,0,3,3,7,7,12
-2,Complete,0,0,2,3,10,7,14
21,Incomplete Pass,0,0,3,3,10,7,14
13,Incomplete Pass,0,0,1,3,13,7,16
12,Complete,0,0,2,3,13,7,16
36,Complete,0,0,3,3,13,7,16
3,Complete,0,0,2,3,13,7,16
4,Complete,0,0,3,4,20,14,18
41,Incomplete Pass,0,0,2,1,0,0,2
7,Complete,0,0,1,1,0,7,4
4,Complete,0,0,3,1,0,7,4
7,Complete,0,0,2,1,0,7,6
12,Complete,0,0,2,1,0,7,6
3,Incomplete Pass,0,0,2,2,0,7,6
10,Complete,1,0,3,2,0,7,6
13,Complete,0,0,3,2,7,10,8
12,Incomplete Pass,0,0,3,2,7,10,8
11,Complete,0,0,1,2,7,10,10
